i_,name,mult,inchi
525,BC5H11,2,"InChI=1S/C5H11/c1-4-5(2)3/h4H2,1-3H3"
526,CC5H11,2,"InChI=1S/C5H11/c1-4-5(2)3/h4-5H,1-3H3"
527,DC5H11,2,"InChI=1S/C5H11/c1-4-5(2)3/h5H,1,4H2,2-3H3"
528,AC5H9O-A2,2,"InChI=1S/C5H9O/c1-3-5(2)4-6/h2-4H2,1H3"
529,AC5H11O2H,1,"InChI=1S/C5H12O2/c1-3-5(2)4-7-6/h5-6H,3-4H2,1-2H3"
530,BC5H11O2H,1,"InChI=1S/C5H12O2/c1-4-5(2,3)7-6/h6H,4H2,1-3H3"
531,CC5H11O2H,1,"InChI=1S/C5H12O2/c1-4(2)5(3)7-6/h4-6H,1-3H3"
532,DC5H11O2H,1,"InChI=1S/C5H12O2/c1-5(2)3-4-7-6/h5-6H,3-4H2,1-2H3"
533,AC5H11O2,2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5H,3-4H2,1-2H3"
534,BC5H11O2,2,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h4H2,1-3H3"
535,CC5H11O2,2,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-5H,1-3H3"
536,DC5H11O2,2,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h5H,3-4H2,1-2H3"
537,AC5H11O,2,"InChI=1S/C5H11O/c1-3-5(2)4-6/h5H,3-4H2,1-2H3"
538,BC5H11O,2,"InChI=1S/C5H11O/c1-4-5(2,3)6/h4H2,1-3H3"
539,CC5H11O,2,"InChI=1S/C5H11O/c1-4(2)5(3)6/h4-5H,1-3H3"
540,DC5H11O,2,"InChI=1S/C5H11O/c1-5(2)3-4-6/h5H,3-4H2,1-2H3"
541,AC5H10OOH-A,2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5-6H,2-4H2,1H3"
542,AC5H10OOH-B,2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h6H,3-4H2,1-2H3"
543,AC5H10OOH-C,2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h3,5-6H,4H2,1-2H3"
544,AC5H10OOH-D,2,"InChI=1S/C5H11O2/c1-3-5(2)4-7-6/h5-6H,1,3-4H2,2H3"
545,BC5H10OOH-A,2,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h6H,2,4H2,1,3H3"
546,BC5H10OOH-C,2,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h4,6H,1-3H3"
547,BC5H10OOH-D,2,"InChI=1S/C5H11O2/c1-4-5(2,3)7-6/h6H,1,4H2,2-3H3"
548,CC5H10OOH-A,2,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-6H,1H2,2-3H3"
549,CC5H10OOH-B,2,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h5-6H,1-3H3"
550,CC5H10OOH-D,2,"InChI=1S/C5H11O2/c1-4(2)5(3)7-6/h4-6H,3H2,1-2H3"
551,DC5H10OOH-A,2,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h5-6H,1,3-4H2,2H3"
552,DC5H10OOH-B,2,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h6H,3-4H2,1-2H3"
553,DC5H10OOH-C,2,"InChI=1S/C5H11O2/c1-5(2)3-4-7-6/h3,5-6H,4H2,1-2H3"
554,A-AC5H10O,1,"InChI=1S/C5H10O/c1-2-5-3-6-4-5/h5H,2-4H2,1H3"
555,A-BC5H10O,1,"InChI=1S/C5H10O/c1-3-5(2)4-6-5/h3-4H2,1-2H3"
556,A-CC5H10O,1,"InChI=1S/C5H10O/c1-4-3-6-5(4)2/h4-5H,3H2,1-2H3"
557,A-DC5H10O,1,"InChI=1S/C5H10O/c1-5-2-3-6-4-5/h5H,2-4H2,1H3"
558,B-CC5H10O,1,"InChI=1S/C5H10O/c1-4-5(2,3)6-4/h4H,1-3H3"
559,B-DC5H10O,1,"InChI=1S/C5H10O/c1-5(2)3-4-6-5/h3-4H2,1-2H3"
560,C-DC5H10O,1,"InChI=1S/C5H10O/c1-4(2)5-3-6-5/h4-5H,3H2,1-2H3"
561,AC5H10OOH-AO2,2,"InChI=1S/C5H11O4/c1-2-5(3-8-6)4-9-7/h5-6H,2-4H2,1H3"
562,AC5H10OOH-BO2,2,"InChI=1S/C5H11O4/c1-3-5(2,9-7)4-8-6/h6H,3-4H2,1-2H3"
563,AC5H10OOH-CO2,2,"InChI=1S/C5H11O4/c1-4(3-8-6)5(2)9-7/h4-6H,3H2,1-2H3"
564,AC5H10OOH-DO2,2,"InChI=1S/C5H11O4/c1-5(4-9-7)2-3-8-6/h5,7H,2-4H2,1H3"
565,BC5H10OOH-AO2,2,"InChI=1S/C5H11O4/c1-3-5(2,9-7)4-8-6/h7H,3-4H2,1-2H3"
566,BC5H10OOH-CO2,2,"InChI=1S/C5H11O4/c1-4(8-6)5(2,3)9-7/h4,7H,1-3H3"
567,BC5H10OOH-DO2,2,"InChI=1S/C5H11O4/c1-5(2,9-7)3-4-8-6/h7H,3-4H2,1-2H3"
568,CC5H10OOH-AO2,2,"InChI=1S/C5H11O4/c1-4(3-8-6)5(2)9-7/h4-5,7H,3H2,1-2H3"
569,CC5H10OOH-BO2,2,"InChI=1S/C5H11O4/c1-4(8-6)5(2,3)9-7/h4,6H,1-3H3"
570,CC5H10OOH-DO2,2,"InChI=1S/C5H11O4/c1-4(2)5(9-7)3-8-6/h4-5,7H,3H2,1-2H3"
571,DC5H10OOH-AO2,2,"InChI=1S/C5H11O4/c1-5(4-9-7)2-3-8-6/h5-6H,2-4H2,1H3"
572,DC5H10OOH-BO2,2,"InChI=1S/C5H11O4/c1-5(2,9-7)3-4-8-6/h6H,3-4H2,1-2H3"
573,DC5H10OOH-CO2,2,"InChI=1S/C5H11O4/c1-4(2)5(9-7)3-8-6/h4-6H,3H2,1-2H3"
574,"C5H9A-A,BOOH",2,"InChI=1S/C5H11O4/c1-3-5(2,9-7)4-8-6/h6-7H,2-4H2,1H3"
575,"C5H9A-A,COOH",2,"InChI=1S/C5H11O4/c1-4(3-8-6)5(2)9-7/h4-7H,1,3H2,2H3"
576,"C5H9A-A,DOOH",2,"InChI=1S/C5H11O4/c1-5(4-9-7)2-3-8-6/h5-7H,1-4H2"
577,"C5H9A-B,COOH",2,"InChI=1S/C5H11O4/c1-4(8-6)5(2,3)9-7/h4,6-7H,2H2,1,3H3"
578,"C5H9A-B,DOOH",2,"InChI=1S/C5H11O4/c1-5(2,9-7)3-4-8-6/h6-7H,1,3-4H2,2H3"
579,"C5H9A-C,DOOH",2,"InChI=1S/C5H11O4/c1-4(2)5(9-7)3-8-6/h4-7H,1,3H2,2H3"
580,"C5H9B-A,AOOH",2,"InChI=1S/C5H11O4/c1-2-5(3-8-6)4-9-7/h6-7H,2-4H2,1H3"
581,"C5H9B-A,COOH",2,"InChI=1S/C5H11O4/c1-4(3-8-6)5(2)9-7/h5-7H,3H2,1-2H3"
582,"C5H9B-A,DOOH",2,"InChI=1S/C5H11O4/c1-5(4-9-7)2-3-8-6/h6-7H,2-4H2,1H3"
583,"C5H9B-C,DOOH",2,"InChI=1S/C5H11O4/c1-4(2)5(9-7)3-8-6/h5-7H,3H2,1-2H3"
584,"C5H9C-A,AOOH",2,"InChI=1S/C5H11O4/c1-2-5(3-8-6)4-9-7/h2,5-7H,3-4H2,1H3"
585,"C5H9C-A,BOOH",2,"InChI=1S/C5H11O4/c1-3-5(2,9-7)4-8-6/h3,6-7H,4H2,1-2H3"
586,"C5H9C-A,DOOH",2,"InChI=1S/C5H11O4/c1-5(4-9-7)2-3-8-6/h2,5-7H,3-4H2,1H3"
587,"C5H9C-B,DOOH",2,"InChI=1S/C5H11O4/c1-5(2,9-7)3-4-8-6/h3,6-7H,4H2,1-2H3"
588,"C5H9D-A,AOOH",2,"InChI=1S/C5H11O4/c1-2-5(3-8-6)4-9-7/h5-7H,1-4H2"
589,"C5H9D-A,BOOH",2,"InChI=1S/C5H11O4/c1-3-5(2,9-7)4-8-6/h6-7H,1,3-4H2,2H3"
590,"C5H9D-A,COOH",2,"InChI=1S/C5H11O4/c1-4(3-8-6)5(2)9-7/h4-7H,2-3H2,1H3"
591,"C5H9D-B,COOH",2,"InChI=1S/C5H11O4/c1-4(8-6)5(2,3)9-7/h4,6-7H,1H2,2-3H3"
592,C5H9A-AOOH,1,"InChI=1S/C5H10O2/c1-3-5(2)4-7-6/h6H,2-4H2,1H3"
593,C5H9A-COOH,1,"InChI=1S/C5H10O2/c1-4(2)5(3)7-6/h5-6H,1H2,2-3H3"
594,C5H9A-DOOH,1,"InChI=1S/C5H10O2/c1-5(2)3-4-7-6/h6H,1,3-4H2,2H3"
595,C5H9B-AOOH,1,"InChI=1S/C5H10O2/c1-3-5(2)4-7-6/h3,6H,4H2,1-2H3"
596,C5H9B-DOOH,1,"InChI=1S/C5H10O2/c1-5(2)3-4-7-6/h3,6H,4H2,1-2H3"
597,C5H9C-AOOH,1,"InChI=1S/C5H10O2/c1-3-5(2)4-7-6/h3,5-6H,1,4H2,2H3"
598,C5H9C-BOOH,1,"InChI=1S/C5H10O2/c1-4-5(2,3)7-6/h4,6H,1H2,2-3H3"
599,C5H9OA-AOOH-B,1,"InChI=1S/C5H10O3/c1-2-5(8-6)3-7-4-5/h6H,2-4H2,1H3"
600,C5H9OA-AOOH-C,1,"InChI=1S/C5H10O3/c1-4(8-6)5-2-7-3-5/h4-6H,2-3H2,1H3"
601,C5H9OA-AOOH-D,1,"InChI=1S/C5H10O3/c6-8-2-1-5-3-7-4-5/h5-6H,1-4H2"
602,C5H9OA-BOOH-A,1,"InChI=1S/C5H10O3/c1-2-5(3-7-5)4-8-6/h6H,2-4H2,1H3"
603,C5H9OA-BOOH-C,1,"InChI=1S/C5H10O3/c1-4(8-6)5(2)3-7-5/h4,6H,3H2,1-2H3"
604,C5H9OA-BOOH-D,1,"InChI=1S/C5H10O3/c1-5(4-7-5)2-3-8-6/h6H,2-4H2,1H3"
605,C5H9OA-COOH-A,1,"InChI=1S/C5H10O3/c1-4-5(2-7-4)3-8-6/h4-6H,2-3H2,1H3"
606,C5H9OA-COOH-B,1,"InChI=1S/C5H10O3/c1-4-5(2,8-6)3-7-4/h4,6H,3H2,1-2H3"
607,C5H9OA-COOH-D,1,"InChI=1S/C5H10O3/c1-4-2-7-5(4)3-8-6/h4-6H,2-3H2,1H3"
608,C5H9OA-DOOH-A,1,"InChI=1S/C5H10O3/c6-8-4-5-1-2-7-3-5/h5-6H,1-4H2"
609,C5H9OA-DOOH-B,1,"InChI=1S/C5H10O3/c1-5(8-6)2-3-7-4-5/h6H,2-4H2,1H3"
610,C5H9OA-DOOH-C,1,"InChI=1S/C5H10O3/c1-4-2-7-3-5(4)8-6/h4-6H,2-3H2,1H3"
611,C5H9OB-COOH-A,1,"InChI=1S/C5H10O3/c1-4-5(2,8-4)3-7-6/h4,6H,3H2,1-2H3"
612,C5H9OB-COOH-D,1,"InChI=1S/C5H10O3/c1-5(2)4(8-5)3-7-6/h4,6H,3H2,1-2H3"
613,C5H9OB-DOOH-A,1,"InChI=1S/C5H10O3/c1-5(4-8-6)2-3-7-5/h6H,2-4H2,1H3"
614,C5H9OB-DOOH-C,1,"InChI=1S/C5H10O3/c1-5(2)4(8-6)3-7-5/h4,6H,3H2,1-2H3"
615,C5H9OC-DOOH-A,1,"InChI=1S/C5H10O3/c1-4(2-8-6)5-3-7-5/h4-6H,2-3H2,1H3"
616,C5H9OC-DOOH-B,1,"InChI=1S/C5H10O3/c1-5(2,8-6)4-3-7-4/h4,6H,3H2,1-2H3"
617,CH3COCH2OCH2CH2,2,"InChI=1S/C5H9O2/c1-3-7-4-5(2)6/h1,3-4H2,2H3"
618,IC5KETAA,1,"InChI=1S/C5H10O3/c1-2-5(3-6)4-8-7/h3,5,7H,2,4H2,1H3"
619,IC5KETAB,1,"InChI=1S/C5H10O3/c1-3-5(2,4-6)8-7/h4,7H,3H2,1-2H3"
620,IC5KETAC,1,"InChI=1S/C5H10O3/c1-4(3-6)5(2)8-7/h3-5,7H,1-2H3"
621,IC5KETAD,1,"InChI=1S/C5H10O3/c1-5(4-6)2-3-8-7/h4-5,7H,2-3H2,1H3"
622,IC5KETCA,1,"InChI=1S/C5H10O3/c1-4(3-8-7)5(2)6/h4,7H,3H2,1-2H3"
623,IC5KETCB,1,"InChI=1S/C5H10O3/c1-4(6)5(2,3)8-7/h7H,1-3H3"
624,IC5KETCD,1,"InChI=1S/C5H10O3/c1-4(2)5(6)3-8-7/h4,7H,3H2,1-2H3"
625,IC5KETDA,1,"InChI=1S/C5H10O3/c1-5(2-3-6)4-8-7/h3,5,7H,2,4H2,1H3"
626,IC5KETDB,1,"InChI=1S/C5H10O3/c1-5(2,8-7)3-4-6/h4,7H,3H2,1-2H3"
627,IC5KETDC,1,"InChI=1S/C5H10O3/c1-4(2)5(3-6)8-7/h3-5,7H,1-2H3"
628,IC5KETAAO,2,"InChI=1S/C5H9O2/c1-2-5(3-6)4-7/h3,5H,2,4H2,1H3"
629,IC5KETABO,2,"InChI=1S/C5H9O2/c1-3-5(2,7)4-6/h4H,3H2,1-2H3"
630,IC5KETACO,2,"InChI=1S/C5H9O2/c1-4(3-6)5(2)7/h3-5H,1-2H3"
631,IC5KETADO,2,"InChI=1S/C5H9O2/c1-5(4-7)2-3-6/h4-5H,2-3H2,1H3"
632,IC5KETCAO,2,"InChI=1S/C5H9O2/c1-4(3-6)5(2)7/h4H,3H2,1-2H3"
633,IC5KETCBO,2,"InChI=1S/C5H9O2/c1-4(6)5(2,3)7/h1-3H3"
634,IC5KETCDO,2,"InChI=1S/C5H9O2/c1-4(2)5(7)3-6/h4H,3H2,1-2H3"
635,IC5KETDAO,2,"InChI=1S/C5H9O2/c1-5(4-7)2-3-6/h3,5H,2,4H2,1H3"
636,IC5KETDBO,2,"InChI=1S/C5H9O2/c1-5(2,7)3-4-6/h4H,3H2,1-2H3"
637,IC5KETDCO,2,"InChI=1S/C5H9O2/c1-4(2)5(7)3-6/h3-5H,1-2H3"
638,AC5H10OH,2,"InChI=1S/C5H11O/c1-3-5(2)4-6/h6H,3-4H2,1-2H3"
639,BC5H10OH,2,"InChI=1S/C5H11O/c1-4-5(2,3)6/h4,6H,1-3H3"
640,CC5H10OH,2,"InChI=1S/C5H11O/c1-4(2)5(3)6/h4-6H,3H2,1-2H3"
641,AO2C5H10OH,2,"InChI=1S/C5H11O3/c1-3-5(2,4-6)8-7/h6H,3-4H2,1-2H3"
642,BO2C5H10OH,2,"InChI=1S/C5H11O3/c1-4(8-7)5(2,3)6/h4,6H,1-3H3"
643,CO2C5H10OH,2,"InChI=1S/C5H11O3/c1-4(2)5(6)3-8-7/h4-6H,3H2,1-2H3"
644,IC3H5COCH3,1,"InChI=1S/C5H8O/c1-4(2)5(3)6/h1H2,2-3H3"
645,IC3H5COCH2,2,"InChI=1S/C5H7O/c1-4(2)5(3)6/h1,3H2,2H3"
646,AC3H4COCH3,2,"InChI=1S/C5H7O/c1-4(2)5(3)6/h1-2H2,3H3"
647,NEOC5H12,1,"InChI=1S/C5H12/c1-5(2,3)4/h1-4H3"
648,NEOC5H11,2,"InChI=1S/C5H11/c1-5(2,3)4/h1H2,2-4H3"
649,NEOC5H11O2H,1,"InChI=1S/C5H12O2/c1-5(2,3)4-7-6/h6H,4H2,1-3H3"
650,NEOC5H11O2,2,"InChI=1S/C5H11O2/c1-5(2,3)4-7-6/h4H2,1-3H3"
651,NEOC5H11O,2,"InChI=1S/C5H11O/c1-5(2,3)4-6/h4H2,1-3H3"
652,NEOC5H10OOH,2,"InChI=1S/C5H11O2/c1-5(2,3)4-7-6/h6H,1,4H2,2-3H3"
653,NEO-C5H10O,1,"InChI=1S/C5H10O/c1-5(2)3-6-4-5/h3-4H2,1-2H3"
654,NEOC5H10OOH-O2,2,"InChI=1S/C5H11O4/c1-5(2,3-8-6)4-9-7/h6H,3-4H2,1-2H3"
655,NEOC5H9Q2,2,"InChI=1S/C5H11O4/c1-5(2,3-8-6)4-9-7/h6-7H,1,3-4H2,2H3"
656,NEOC5KET,1,"InChI=1S/C5H10O3/c1-5(2,3-6)4-8-7/h3,7H,4H2,1-2H3"
657,NEOC5KETOX,2,"InChI=1S/C5H9O2/c1-5(2,3-6)4-7/h3H,4H2,1-2H3"
658,NEOC5KEJOL,2,"InChI=1S/C5H9O2/c1-5(2,3-6)4-7/h6H,3H2,1-2H3"
659,IC4H6Q2-II,1,"InChI=1S/C4H8O4/c1-4(2-7-5)3-8-6/h5-6H,1-3H2"
660,NEOC5H9O-OOH,1,"InChI=1S/C5H10O3/c1-5(4-8-6)2-7-3-5/h6H,2-4H2,1H3"
661,C5H10-1,1,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3"
662,C5H10-2,1,"InChI=1S/C5H10/c1-3-5-4-2/h3,5H,4H2,1-2H3"
663,C5H81-3,1,"InChI=1S/C5H8/c1-3-5-4-2/h3-5H,1H2,2H3"
664,C5H91-3,2,"InChI=1S/C5H9/c1-3-5-4-2/h3,5H,1,4H2,2H3"
665,C5H91-4,2,"InChI=1S/C5H9/c1-3-5-4-2/h3-4H,1,5H2,2H3"
666,C5H91-5,2,"InChI=1S/C5H9/c1-3-5-4-2/h3H,1-2,4-5H2"
667,C5H92-4,2,"InChI=1S/C5H9/c1-3-5-4-2/h3-5H,1-2H3"
668,C5H92-5,2,"InChI=1S/C5H9/c1-3-5-4-2/h4-5H,1,3H2,2H3"
669,C5H9O1-3,2,"InChI=1S/C5H9O/c1-3-5(6)4-2/h3,5H,1,4H2,2H3"
670,C5H9O2-4,2,"InChI=1S/C5H9O/c1-3-4-5(2)6/h3-5H,1-2H3"
671,BC5H10,1,"InChI=1S/C5H10/c1-4-5(2)3/h4H,1-3H3"
672,CC5H10,1,"InChI=1S/C5H10/c1-4-5(2)3/h4-5H,1H2,2-3H3"
673,CC5H9-A,2,"InChI=1S/C5H9/c1-4-5(2)3/h4-5H,1-2H2,3H3"
674,CC5H9-B,2,"InChI=1S/C5H9/c1-4-5(2)3/h4H,1H2,2-3H3"
675,AC5H9O-C,2,"InChI=1S/C5H9O/c1-4(2)5(3)6/h5H,1H2,2-3H3"
676,CC5H9O-B,2,"InChI=1S/C5H9O/c1-4-5(2,3)6/h4H,1H2,2-3H3"
677,AC5H10,1,"InChI=1S/C5H10/c1-4-5(2)3/h2,4H2,1,3H3"
678,AC5H9-A2,2,"InChI=1S/C5H9/c1-4-5(2)3/h2-4H2,1H3"
679,AC5H9-C,2,"InChI=1S/C5H9/c1-4-5(2)3/h4H,2H2,1,3H3"
680,AC5H9-D,2,"InChI=1S/C5H9/c1-4-5(2)3/h1-2,4H2,3H3"
681,B2E2M1OJ,2,"InChI=1S/C5H9O/c1-3-5(2)4-6/h3H,4H2,1-2H3"
682,B13DE2M,1,"InChI=1S/C5H8/c1-4-5(2)3/h4H,1-2H2,3H3"
683,B13DE2MJ,2,"InChI=1S/C5H7/c1-4-5(2)3/h4H,1-3H2"
684,B12DE3M,1,"InChI=1S/C5H8/c1-4-5(2)3/h1H2,2-3H3"
685,B2E3M1OJ,2,"InChI=1S/C5H9O/c1-5(2)3-4-6/h3H,4H2,1-2H3"
686,TC4H8CHO,2,"InChI=1S/C5H9O/c1-5(2,3)4-6/h4H,1H2,2-3H3"
687,O2C4H8CHO,2,"InChI=1S/C5H9O3/c1-5(2,3-6)4-8-7/h3H,4H2,1-2H3"
688,O2HC4H8CO,2,"InChI=1S/C5H9O3/c1-5(2,3-6)4-8-7/h7H,4H2,1-2H3"
689,PC4H8CHO-1O2,2,"InChI=1S/C5H9O3/c1-2-3-5(4-6)8-7/h4-5H,2-3H2,1H3"
690,PC4H8CHO-2O2,2,"InChI=1S/C5H9O3/c1-2-5(8-7)3-4-6/h4-5H,2-3H2,1H3"
691,PC4H8CHO-3O2,2,"InChI=1S/C5H9O3/c1-5(8-7)3-2-4-6/h4-5H,2-3H2,1H3"
692,PC4H8CHO-4O2,2,"InChI=1S/C5H9O3/c6-4-2-1-3-5-8-7/h4H,1-3,5H2"
693,C4H7CHO-2,1,"InChI=1S/C5H8O/c1-2-3-4-5-6/h3-5H,2H2,1H3"
694,C4H7CHO-3,1,"InChI=1S/C5H8O/c1-2-3-4-5-6/h2-3,5H,4H2,1H3"
695,C4H7CHO-4,1,"InChI=1S/C5H8O/c1-2-3-4-5-6/h2,5H,1,3-4H2"
696,NC3H7COCH3,1,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3"
697,C2H5COC2H5,1,"InChI=1S/C5H10O/c1-3-5(6)4-2/h3-4H2,1-2H3"
698,NC3H7COCH2,2,"InChI=1S/C5H9O/c1-3-4-5(2)6/h2-4H2,1H3"
699,CH3CH2CHCOCH3,2,"InChI=1S/C5H9O/c1-3-4-5(2)6/h4H,3H2,1-2H3"
700,CH3CHCH2COCH3,2,"InChI=1S/C5H9O/c1-3-4-5(2)6/h3H,4H2,1-2H3"
701,CH2CH2CH2COCH3,2,"InChI=1S/C5H9O/c1-3-4-5(2)6/h1,3-4H2,2H3"
702,CH2CH2COC2H5,2,"InChI=1S/C5H9O/c1-3-5(6)4-2/h1,3-4H2,2H3"
703,CH3CHCOC2H5,2,"InChI=1S/C5H9O/c1-3-5(6)4-2/h3H,4H2,1-2H3"
704,NC52ONEO2-3,2,"InChI=1S/C5H9O3/c1-3-5(8-7)4(2)6/h5H,3H2,1-2H3"
705,NC52ONEO2-4,2,"InChI=1S/C5H9O3/c1-4(6)3-5(2)8-7/h5H,3H2,1-2H3"
706,NC52ONEO2-5,2,"InChI=1S/C5H9O3/c1-5(6)3-2-4-8-7/h2-4H2,1H3"
707,NC53ONEO2-1,2,"InChI=1S/C5H9O3/c1-2-5(6)3-4-8-7/h2-4H2,1H3"
708,NC53ONEO2-2,2,"InChI=1S/C5H9O3/c1-3-5(6)4(2)8-7/h4H,3H2,1-2H3"
709,NC52ONE-3,1,"InChI=1S/C5H8O/c1-3-4-5(2)6/h3-4H,1-2H3"
710,NC52ONE-4,1,"InChI=1S/C5H8O/c1-3-4-5(2)6/h3H,1,4H2,2H3"
711,NC53ONE-1,1,"InChI=1S/C5H8O/c1-3-5(6)4-2/h3H,1,4H2,2H3"
712,NC5H11OH,1,"InChI=1S/C5H12O/c1-2-3-4-5-6/h6H,2-5H2,1H3"
713,C5H10OH11,2,"InChI=1S/C5H11O/c1-2-3-4-5-6/h5-6H,2-4H2,1H3"
714,C5H10OH12,2,"InChI=1S/C5H11O/c1-2-3-4-5-6/h4,6H,2-3,5H2,1H3"
715,C5H10OH13,2,"InChI=1S/C5H11O/c1-2-3-4-5-6/h3,6H,2,4-5H2,1H3"
716,C5H10OH14,2,"InChI=1S/C5H11O/c1-2-3-4-5-6/h2,6H,3-5H2,1H3"
717,C5H10OH15,2,"InChI=1S/C5H11O/c1-2-3-4-5-6/h6H,1-5H2"
718,C5H10OH-1O2,2,"InChI=1S/C5H11O3/c1-2-3-4-5(6)8-7/h5-6H,2-4H2,1H3"
719,C5H10OH-2O2,2,"InChI=1S/C5H11O3/c1-2-3-5(4-6)8-7/h5-6H,2-4H2,1H3"
720,C5H10OH-3O2,2,"InChI=1S/C5H11O3/c1-2-5(8-7)3-4-6/h5-6H,2-4H2,1H3"
721,C5H10OH-4O2,2,"InChI=1S/C5H11O3/c1-5(8-7)3-2-4-6/h5-6H,2-4H2,1H3"
722,C5H10OH-5O2,2,"InChI=1S/C5H11O3/c6-4-2-1-3-5-8-7/h6H,1-5H2"
723,C5H9OH1-1,1,"InChI=1S/C5H10O/c1-2-3-4-5-6/h4-6H,2-3H2,1H3"
724,C5H9OH1-2,1,"InChI=1S/C5H10O/c1-2-3-4-5-6/h3-4,6H,2,5H2,1H3"
725,C5H9OH1-3,1,"InChI=1S/C5H10O/c1-2-3-4-5-6/h2-3,6H,4-5H2,1H3"
726,C5H9OH1-4,1,"InChI=1S/C5H10O/c1-2-3-4-5-6/h2,6H,1,3-5H2"
727,NC6H14,1,"InChI=1S/C6H14/c1-3-5-6-4-2/h3-6H2,1-2H3"
728,C6H13-1,2,"InChI=1S/C6H13/c1-3-5-6-4-2/h1,3-6H2,2H3"
729,C6H13-2,2,"InChI=1S/C6H13/c1-3-5-6-4-2/h3H,4-6H2,1-2H3"
730,C6H13-3,2,"InChI=1S/C6H13/c1-3-5-6-4-2/h5H,3-4,6H2,1-2H3"
731,C6H13OOH-1,1,"InChI=1S/C6H14O2/c1-2-3-4-5-6-8-7/h7H,2-6H2,1H3"
732,C6H13OOH-2,1,"InChI=1S/C6H14O2/c1-3-4-5-6(2)8-7/h6-7H,3-5H2,1-2H3"
733,C6H13OOH-3,1,"InChI=1S/C6H14O2/c1-3-5-6(4-2)8-7/h6-7H,3-5H2,1-2H3"
734,C6H13O2-1,2,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h2-6H2,1H3"
735,C6H13O2-2,2,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6H,3-5H2,1-2H3"
736,C6H13O2-3,2,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6H,3-5H2,1-2H3"
737,C6H13O-1,2,"InChI=1S/C6H13O/c1-2-3-4-5-6-7/h2-6H2,1H3"
738,C6H13O-2,2,"InChI=1S/C6H13O/c1-3-4-5-6(2)7/h6H,3-5H2,1-2H3"
739,C6H13O-3,2,"InChI=1S/C6H13O/c1-3-5-6(7)4-2/h6H,3-5H2,1-2H3"
740,C6H12OOH1-2,2,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h5,7H,2-4,6H2,1H3"
741,C6H12OOH1-3,2,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h4,7H,2-3,5-6H2,1H3"
742,C6H12OOH1-4,2,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h3,7H,2,4-6H2,1H3"
743,C6H12OOH1-5,2,"InChI=1S/C6H13O2/c1-2-3-4-5-6-8-7/h2,7H,3-6H2,1H3"
744,C6H12OOH2-1,2,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6-7H,2-5H2,1H3"
745,C6H12OOH2-3,2,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h5-7H,3-4H2,1-2H3"
746,C6H12OOH2-4,2,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h4,6-7H,3,5H2,1-2H3"
747,C6H12OOH2-5,2,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h3,6-7H,4-5H2,1-2H3"
748,C6H12OOH2-6,2,"InChI=1S/C6H13O2/c1-3-4-5-6(2)8-7/h6-7H,1,3-5H2,2H3"
749,C6H12OOH3-1,2,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6-7H,2-5H2,1H3"
750,C6H12OOH3-2,2,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h4,6-7H,3,5H2,1-2H3"
751,C6H12OOH3-4,2,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h5-7H,3-4H2,1-2H3"
752,C6H12OOH3-5,2,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h3,6-7H,4-5H2,1-2H3"
753,C6H12OOH3-6,2,"InChI=1S/C6H13O2/c1-3-5-6(4-2)8-7/h6-7H,1,3-5H2,2H3"
754,C6H12O1-2,1,"InChI=1S/C6H12O/c1-2-3-4-6-5-7-6/h6H,2-5H2,1H3"
755,C6H12O1-3,1,"InChI=1S/C6H12O/c1-2-3-6-4-5-7-6/h6H,2-5H2,1H3"
756,C6H12O1-4,1,"InChI=1S/C6H12O/c1-2-6-4-3-5-7-6/h6H,2-5H2,1H3"
